inventory_key,inventory_id,title,description,release_year,language,rental_duration,rental_rate,length,replacement_cost,rating,special_features,catalogy name
3517,3604,SHIP WONDERLAND,A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback,2006.0,English             ,5,2.99,104.0,15.99,R,{Commentaries},Documentary
3518,3605,SHIP WONDERLAND,A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback,2006.0,English             ,5,2.99,104.0,15.99,R,{Commentaries},Documentary
3519,3606,SHIP WONDERLAND,A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback,2006.0,English             ,5,2.99,104.0,15.99,R,{Commentaries},Documentary
3520,3607,SHIP WONDERLAND,A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback,2006.0,English             ,5,2.99,104.0,15.99,R,{Commentaries},Documentary
3521,3518,SCORPION APOLLO,A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House,2006.0,English             ,3,4.99,137.0,23.99,NC-17,"{Commentaries,""Deleted Scenes""}",Drama
3522,3519,SCORPION APOLLO,A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House,2006.0,English             ,3,4.99,137.0,23.99,NC-17,"{Commentaries,""Deleted Scenes""}",Drama
3523,3520,SCORPION APOLLO,A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House,2006.0,English             ,3,4.99,137.0,23.99,NC-17,"{Commentaries,""Deleted Scenes""}",Drama
3524,3521,SCORPION APOLLO,A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House,2006.0,English             ,3,4.99,137.0,23.99,NC-17,"{Commentaries,""Deleted Scenes""}",Drama
3525,3522,SCORPION APOLLO,A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House,2006.0,English             ,3,4.99,137.0,23.99,NC-17,"{Commentaries,""Deleted Scenes""}",Drama
3526,3523,SCORPION APOLLO,A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House,2006.0,English             ,3,4.99,137.0,23.99,NC-17,"{Commentaries,""Deleted Scenes""}",Drama
3527,3524,SCORPION APOLLO,A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House,2006.0,English             ,3,4.99,137.0,23.99,NC-17,"{Commentaries,""Deleted Scenes""}",Drama
3528,3525,SEA VIRGIN,A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat,2006.0,English             ,4,2.99,80.0,24.99,PG,"{""Deleted Scenes""}",Drama
3529,3526,SEA VIRGIN,A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat,2006.0,English             ,4,2.99,80.0,24.99,PG,"{""Deleted Scenes""}",Drama
3530,3527,SEA VIRGIN,A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat,2006.0,English             ,4,2.99,80.0,24.99,PG,"{""Deleted Scenes""}",Drama
3531,3528,SEA VIRGIN,A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat,2006.0,English             ,4,2.99,80.0,24.99,PG,"{""Deleted Scenes""}",Drama
3532,3529,SEA VIRGIN,A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat,2006.0,English             ,4,2.99,80.0,24.99,PG,"{""Deleted Scenes""}",Drama
3533,3530,SEA VIRGIN,A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat,2006.0,English             ,4,2.99,80.0,24.99,PG,"{""Deleted Scenes""}",Drama
3534,3531,SEABISCUIT PUNK,A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention,2006.0,English             ,6,2.99,112.0,28.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3535,3532,SEABISCUIT PUNK,A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention,2006.0,English             ,6,2.99,112.0,28.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3536,3533,SEABISCUIT PUNK,A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention,2006.0,English             ,6,2.99,112.0,28.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3537,3534,SEABISCUIT PUNK,A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention,2006.0,English             ,6,2.99,112.0,28.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3538,3535,SEABISCUIT PUNK,A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention,2006.0,English             ,6,2.99,112.0,28.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3539,3536,SEABISCUIT PUNK,A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention,2006.0,English             ,6,2.99,112.0,28.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3540,3537,SEABISCUIT PUNK,A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention,2006.0,English             ,6,2.99,112.0,28.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3541,3538,SEABISCUIT PUNK,A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention,2006.0,English             ,6,2.99,112.0,28.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3542,3539,SEARCHERS WAIT,A Fast-Paced Tale of a Car And a Mad Scientist who must Kill a Womanizer in Ancient Japan,2006.0,English             ,3,2.99,182.0,22.99,NC-17,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Comedy
3543,3540,SEARCHERS WAIT,A Fast-Paced Tale of a Car And a Mad Scientist who must Kill a Womanizer in Ancient Japan,2006.0,English             ,3,2.99,182.0,22.99,NC-17,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Comedy
3544,3541,SEARCHERS WAIT,A Fast-Paced Tale of a Car And a Mad Scientist who must Kill a Womanizer in Ancient Japan,2006.0,English             ,3,2.99,182.0,22.99,NC-17,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Comedy
3545,3542,SEARCHERS WAIT,A Fast-Paced Tale of a Car And a Mad Scientist who must Kill a Womanizer in Ancient Japan,2006.0,English             ,3,2.99,182.0,22.99,NC-17,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Comedy
3546,3543,SEATTLE EXPECATIONS,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,2006.0,English             ,4,4.99,110.0,18.99,PG-13,{Trailers},Drama
3547,3544,SEATTLE EXPECATIONS,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,2006.0,English             ,4,4.99,110.0,18.99,PG-13,{Trailers},Drama
3548,3545,SEATTLE EXPECATIONS,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,2006.0,English             ,4,4.99,110.0,18.99,PG-13,{Trailers},Drama
3549,3546,SEATTLE EXPECATIONS,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,2006.0,English             ,4,4.99,110.0,18.99,PG-13,{Trailers},Drama
3550,3547,SEATTLE EXPECATIONS,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,2006.0,English             ,4,4.99,110.0,18.99,PG-13,{Trailers},Drama
3551,3548,SECRET GROUNDHOG,A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans,2006.0,English             ,6,4.99,90.0,11.99,PG,"{Commentaries,""Deleted Scenes""}",Documentary
3552,3549,SECRET GROUNDHOG,A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans,2006.0,English             ,6,4.99,90.0,11.99,PG,"{Commentaries,""Deleted Scenes""}",Documentary
3553,3550,SECRET GROUNDHOG,A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans,2006.0,English             ,6,4.99,90.0,11.99,PG,"{Commentaries,""Deleted Scenes""}",Documentary
3554,3551,SECRET GROUNDHOG,A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans,2006.0,English             ,6,4.99,90.0,11.99,PG,"{Commentaries,""Deleted Scenes""}",Documentary
3555,3552,SECRET GROUNDHOG,A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans,2006.0,English             ,6,4.99,90.0,11.99,PG,"{Commentaries,""Deleted Scenes""}",Documentary
3556,3553,SECRETARY ROUGE,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,2006.0,English             ,5,4.99,158.0,10.99,PG,"{Commentaries,""Behind the Scenes""}",Sports
3557,3554,SECRETARY ROUGE,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,2006.0,English             ,5,4.99,158.0,10.99,PG,"{Commentaries,""Behind the Scenes""}",Sports
3558,3555,SECRETARY ROUGE,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,2006.0,English             ,5,4.99,158.0,10.99,PG,"{Commentaries,""Behind the Scenes""}",Sports
3559,3556,SECRETARY ROUGE,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,2006.0,English             ,5,4.99,158.0,10.99,PG,"{Commentaries,""Behind the Scenes""}",Sports
3560,3557,SECRETARY ROUGE,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,2006.0,English             ,5,4.99,158.0,10.99,PG,"{Commentaries,""Behind the Scenes""}",Sports
3561,3558,SECRETARY ROUGE,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,2006.0,English             ,5,4.99,158.0,10.99,PG,"{Commentaries,""Behind the Scenes""}",Sports
3562,3559,SECRETS PARADISE,A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse,2006.0,English             ,3,4.99,109.0,24.99,G,"{Trailers,Commentaries}",Family
3563,3560,SECRETS PARADISE,A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse,2006.0,English             ,3,4.99,109.0,24.99,G,"{Trailers,Commentaries}",Family
3564,3561,SECRETS PARADISE,A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse,2006.0,English             ,3,4.99,109.0,24.99,G,"{Trailers,Commentaries}",Family
3565,3562,SECRETS PARADISE,A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse,2006.0,English             ,3,4.99,109.0,24.99,G,"{Trailers,Commentaries}",Family
3566,3563,SECRETS PARADISE,A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse,2006.0,English             ,3,4.99,109.0,24.99,G,"{Trailers,Commentaries}",Family
3567,3564,SECRETS PARADISE,A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse,2006.0,English             ,3,4.99,109.0,24.99,G,"{Trailers,Commentaries}",Family
3568,3565,SENSE GREEK,A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House,2006.0,English             ,4,4.99,54.0,23.99,R,"{""Deleted Scenes"",""Behind the Scenes""}",Sports
3569,3566,SENSE GREEK,A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House,2006.0,English             ,4,4.99,54.0,23.99,R,"{""Deleted Scenes"",""Behind the Scenes""}",Sports
3570,3567,SENSIBILITY REAR,A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory,2006.0,English             ,7,4.99,98.0,15.99,PG,"{""Behind the Scenes""}",Family
3571,3568,SENSIBILITY REAR,A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory,2006.0,English             ,7,4.99,98.0,15.99,PG,"{""Behind the Scenes""}",Family
3572,3569,SENSIBILITY REAR,A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory,2006.0,English             ,7,4.99,98.0,15.99,PG,"{""Behind the Scenes""}",Family
3573,3570,SEVEN SWARM,A Unbelieveable Character Study of a Dog And a Mad Cow who must Kill a Monkey in Berlin,2006.0,English             ,4,4.99,127.0,15.99,R,"{""Deleted Scenes""}",Games
3574,3571,SEVEN SWARM,A Unbelieveable Character Study of a Dog And a Mad Cow who must Kill a Monkey in Berlin,2006.0,English             ,4,4.99,127.0,15.99,R,"{""Deleted Scenes""}",Games
3575,3572,SHAKESPEARE SADDLE,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,2006.0,English             ,6,2.99,60.0,26.99,PG-13,"{Commentaries,""Behind the Scenes""}",Sports
3576,3573,SHAKESPEARE SADDLE,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,2006.0,English             ,6,2.99,60.0,26.99,PG-13,"{Commentaries,""Behind the Scenes""}",Sports
3577,3574,SHAKESPEARE SADDLE,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,2006.0,English             ,6,2.99,60.0,26.99,PG-13,"{Commentaries,""Behind the Scenes""}",Sports
3578,3575,SHAKESPEARE SADDLE,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,2006.0,English             ,6,2.99,60.0,26.99,PG-13,"{Commentaries,""Behind the Scenes""}",Sports
3579,3576,SHAKESPEARE SADDLE,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,2006.0,English             ,6,2.99,60.0,26.99,PG-13,"{Commentaries,""Behind the Scenes""}",Sports
3580,3577,SHAKESPEARE SADDLE,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,2006.0,English             ,6,2.99,60.0,26.99,PG-13,"{Commentaries,""Behind the Scenes""}",Sports
3581,3578,SHANE DARKNESS,A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin,2006.0,English             ,5,2.99,93.0,22.99,PG,"{Commentaries,""Deleted Scenes""}",Travel
3582,3579,SHANE DARKNESS,A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin,2006.0,English             ,5,2.99,93.0,22.99,PG,"{Commentaries,""Deleted Scenes""}",Travel
3583,3580,SHANE DARKNESS,A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin,2006.0,English             ,5,2.99,93.0,22.99,PG,"{Commentaries,""Deleted Scenes""}",Travel
3584,3581,SHANE DARKNESS,A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin,2006.0,English             ,5,2.99,93.0,22.99,PG,"{Commentaries,""Deleted Scenes""}",Travel
3585,3582,SHANGHAI TYCOON,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,2006.0,English             ,7,2.99,47.0,20.99,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Travel
3586,3583,SHANGHAI TYCOON,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,2006.0,English             ,7,2.99,47.0,20.99,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Travel
3587,3584,SHANGHAI TYCOON,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,2006.0,English             ,7,2.99,47.0,20.99,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Travel
3588,3585,SHANGHAI TYCOON,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,2006.0,English             ,7,2.99,47.0,20.99,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Travel
3589,3586,SHANGHAI TYCOON,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,2006.0,English             ,7,2.99,47.0,20.99,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Travel
3590,3587,SHANGHAI TYCOON,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,2006.0,English             ,7,2.99,47.0,20.99,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Travel
3591,3588,SHAWSHANK BUBBLE,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,2006.0,English             ,6,4.99,80.0,20.99,PG,"{Commentaries,""Deleted Scenes""}",Travel
3592,3589,SHAWSHANK BUBBLE,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,2006.0,English             ,6,4.99,80.0,20.99,PG,"{Commentaries,""Deleted Scenes""}",Travel
3593,3590,SHAWSHANK BUBBLE,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,2006.0,English             ,6,4.99,80.0,20.99,PG,"{Commentaries,""Deleted Scenes""}",Travel
3594,3591,SHAWSHANK BUBBLE,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,2006.0,English             ,6,4.99,80.0,20.99,PG,"{Commentaries,""Deleted Scenes""}",Travel
3595,3592,SHAWSHANK BUBBLE,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,2006.0,English             ,6,4.99,80.0,20.99,PG,"{Commentaries,""Deleted Scenes""}",Travel
3596,3593,SHAWSHANK BUBBLE,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,2006.0,English             ,6,4.99,80.0,20.99,PG,"{Commentaries,""Deleted Scenes""}",Travel
3597,3594,SHEPHERD MIDSUMMER,A Thoughtful Drama of a Robot And a Womanizer who must Kill a Lumberjack in A Baloon,2006.0,English             ,7,0.99,113.0,14.99,R,"{""Deleted Scenes""}",Children
